study,technique,analysis_level,gene,component,contrast,pvalue,ci.hi,ci.lo,coef,z,logFC,log2FoldChange,celltype,n_selected_genes,padj_celltype_BH,pct_TLS,pct_neural_bias,detection_freq,padj_global_BH
GSE250136,mast,celltype_single_cell,Kat2a,H,Morphotypeneural_bias,0.04597206798180131,NA,NA,NA,NA,-0.06594323261903273,-0.06594323261903273,somitic,9826,0.6580284557404871,0.3046670162558993,0.26286509040333794,0.2932216298552932,0.5355808647720718
GSE250136,mast,celltype_single_cell,Kat5,H,Morphotypeneural_bias,0.04302579998550693,NA,NA,NA,NA,0.019578182327307847,0.019578182327307847,somitic,9826,0.6463738300575009,0.28683796539066597,0.2851182197496523,0.2863670982482864,0.5226099127881837
GSE250136,mast,celltype_single_cell,Kat6a,H,Morphotypeneural_bias,0.050832383574081784,NA,NA,NA,NA,0.016265875666563456,0.016265875666563456,somitic,9826,0.676496785795593,0.4205558468799161,0.4019471488178025,0.41546077684691546,0.5555385711602134
GSE250136,mast,celltype_single_cell,Kat6b,H,Morphotypeneural_bias,0.5364519481103844,NA,NA,NA,NA,-0.028949818503830882,-0.028949818503830882,somitic,9826,0.9315377147728043,0.2821185107498689,0.26564673157162727,0.2776085300837776,0.9035137414526672
GSE250136,mast,celltype_single_cell,Kat7,H,Morphotypeneural_bias,0.27052141376136196,NA,NA,NA,NA,-0.03688608695687623,-0.03688608695687623,somitic,9826,0.8680991873463296,0.47823807026743576,0.4853963838664812,0.4801980198019802,0.8105729774907656
GSE250136,mast,celltype_single_cell,Kat8,H,Morphotypeneural_bias,0.5982797489818843,NA,NA,NA,NA,-0.003044796507810643,-0.003044796507810643,somitic,9826,0.9453102093522657,0.22968012585212375,0.23783031988873435,0.2319116527037319,0.9222444333556903
GSE250136,mast,celltype_single_cell,Katna1,H,Morphotypeneural_bias,0.9679465293111316,NA,NA,NA,NA,0.004476508960659875,0.004476508960659875,somitic,9826,0.9981186660875176,0.46145778710015734,0.47009735744089015,0.4638233054074638,0.9979628618520353
GSE250136,mast,celltype_single_cell,Katnal1,H,Morphotypeneural_bias,0.08465852739824058,NA,NA,NA,NA,0.005970596440863132,0.005970596440863132,somitic,9826,0.7593690752822813,0.10225485055060304,0.11821974965229486,0.10662604722010663,0.641183208290251
GSE250136,mast,celltype_single_cell,Katnb1,H,Morphotypeneural_bias,0.04486134567078262,NA,NA,NA,NA,-0.013654043667155266,-0.013654043667155266,somitic,9826,0.6529818092080582,0.1373885684320923,0.11821974965229486,0.13214013709063213,0.5299424133899667
GSE250136,mast,celltype_single_cell,Katnbl1,H,Morphotypeneural_bias,0.2324723892419648,NA,NA,NA,NA,0.04514220263847046,0.04514220263847046,somitic,9826,0.8506671226451785,0.2758259045621395,0.30598052851182195,0.2840822543792841,0.7857331200984752
GSE250136,mast,celltype_single_cell,Kazn,H,Morphotypeneural_bias,0.43315291050280247,NA,NA,NA,NA,-0.001351947215260399,-0.001351947215260399,somitic,9826,0.9101516653852392,0.06449921342422653,0.06815020862308763,0.0654988575780655,0.8718015245586994
GSE250136,mast,celltype_single_cell,Kbtbd2,H,Morphotypeneural_bias,0.2494369848025376,NA,NA,NA,NA,0.016912744483266906,0.016912744483266906,somitic,9826,0.8590967735042185,0.264813843733613,0.26842837273991654,0.26580350342726583,0.7976121353671012
GSE250136,mast,celltype_single_cell,Kbtbd3,H,Morphotypeneural_bias,0.8863295763617981,NA,NA,NA,NA,-0.0044938136353119135,-0.0044938136353119135,somitic,9826,0.9847745860107925,0.10435238594651285,0.10292072322670376,0.10396039603960396,0.9849915786397436
GSE250136,mast,celltype_single_cell,Kbtbd4,H,Morphotypeneural_bias,0.19317365501167835,NA,NA,NA,NA,0.028693073171084993,0.028693073171084993,somitic,9826,0.8465552233055051,0.15521761929732564,0.18636995827538247,0.16374714394516374,0.7679414811186266
GSE250136,mast,celltype_single_cell,Kbtbd8,H,Morphotypeneural_bias,0.9472870154813139,NA,NA,NA,NA,-0.0015491088289416935,-0.0015491088289416935,somitic,9826,0.9946866138935103,0.04719454640797063,0.0458970792767733,0.04683929931454684,0.9949394003684986
GSE250136,mast,celltype_single_cell,Kcmf1,H,Morphotypeneural_bias,0.4077678198894776,NA,NA,NA,NA,0.028258493688959274,0.028258493688959274,somitic,9826,0.9067478954970019,0.557420031463031,0.5869262865090403,0.5654988575780655,0.8636522306068065
GSE250136,mast,celltype_single_cell,Kcnk2,H,Morphotypeneural_bias,0.6871950462121573,NA,NA,NA,NA,0.009516597089021278,0.009516597089021278,somitic,9826,0.9614506846248981,0.06187729417933928,0.06954102920723226,0.06397562833206398,0.9429303963002472
GSE250136,mast,celltype_single_cell,Kcnmb4,H,Morphotypeneural_bias,0.8084165226844024,NA,NA,NA,NA,0.012504722139362046,0.012504722139362046,somitic,9826,0.9758418545448098,0.1945464079706345,0.2086230876216968,0.1984006092916984,0.9696752355468168
GSE250136,mast,celltype_single_cell,Kcnmb4os2,H,Morphotypeneural_bias,0.08905229892972961,NA,NA,NA,NA,0.03226872389303917,0.03226872389303917,somitic,9826,0.7623006546057032,0.11955951756685894,0.14186369958275383,0.12566641279512566,0.6480361791702253
GSE250136,mast,celltype_single_cell,Kcnq1ot1,H,Morphotypeneural_bias,0.017522020922463757,NA,NA,NA,NA,-0.15664297955701634,-0.15664297955701634,somitic,9826,0.5238823113909783,0.6796014682747772,0.6286509040333796,0.6656511805026657,0.38326252610779576
GSE250136,mast,celltype_single_cell,Kctd1,H,Morphotypeneural_bias,0.37985902017238254,NA,NA,NA,NA,0.009398314829230286,0.009398314829230286,somitic,9826,0.8995434123429118,0.07865757734661773,0.09318497913769123,0.08263518659558264,0.8567081268485138
GSE250136,mast,celltype_single_cell,Kctd10,H,Morphotypeneural_bias,0.684941753399995,NA,NA,NA,NA,0.01536108387895116,0.01536108387895116,somitic,9826,0.9614506846248981,0.14944939695857368,0.16550764951321278,0.15384615384615385,0.9427014545369004
GSE250136,mast,celltype_single_cell,Kctd12,H,Morphotypeneural_bias,0.6750703396669356,NA,NA,NA,NA,0.02491535073350115,0.02491535073350115,somitic,9826,0.9587404000039957,0.23807026743576298,0.2573018080667594,0.24333587204874332,0.9407890746802204
GSE250136,mast,celltype_single_cell,Kctd13,H,Morphotypeneural_bias,0.01306138053509082,NA,NA,NA,NA,3.3989979864944286e-5,3.3989979864944286e-5,somitic,9826,0.4853767999136615,0.053487152595700055,0.05006954102920723,0.05255140898705255,0.33723934432236485
GSE250136,mast,celltype_single_cell,Kctd15,H,Morphotypeneural_bias,0.4412341604103092,NA,NA,NA,NA,0.024596021286657194,0.024596021286657194,somitic,9826,0.9131451374110439,0.20031463030938648,0.22531293463143254,0.20715917745620716,0.8744304611862164
GSE250136,mast,celltype_single_cell,Kctd17,H,Morphotypeneural_bias,0.39184480167454877,NA,NA,NA,NA,-0.015910073979976236,-0.015910073979976236,somitic,9826,0.901351436046798,0.19402202412165706,0.1780250347705146,0.18964204112718963,0.8584472812429964
GSE250136,mast,celltype_single_cell,Kctd18,H,Morphotypeneural_bias,0.06368697590524779,NA,NA,NA,NA,-0.028046263403037647,-0.028046263403037647,somitic,9826,0.7126703169351475,0.12690089145254327,0.10848400556328233,0.12185833968012186,0.5946124892183562
GSE250136,mast,celltype_single_cell,Kctd2,H,Morphotypeneural_bias,0.8706995992176001,NA,NA,NA,NA,0.004295229138744583,0.004295229138744583,somitic,9826,0.9829619155142666,0.33141059255374933,0.34214186369958277,0.33434881949733436,0.9823054128953935
GSE250136,mast,celltype_single_cell,Kctd20,H,Morphotypeneural_bias,0.4841154985959788,NA,NA,NA,NA,0.028686491642589684,0.028686491642589684,somitic,9826,0.926097113260415,0.32039853172522287,0.3477051460361613,0.3278750952018279,0.8887903606885172
GSE250136,mast,celltype_single_cell,Kctd3,H,Morphotypeneural_bias,0.03790963384525547,NA,NA,NA,NA,0.0622129055068002,0.0622129055068002,somitic,9826,0.6402122803537039,0.23754588358678552,0.2809457579972184,0.24942878903274943,0.5082491584164246
GSE250136,mast,celltype_single_cell,Kctd5,H,Morphotypeneural_bias,0.41601590641434416,NA,NA,NA,NA,0.03187583453963194,0.03187583453963194,somitic,9826,0.9101516653852392,0.39643418982695333,0.4047287899860918,0.3987052551408987,0.8669904122493252
GSE250136,mast,celltype_single_cell,Kctd6,H,Morphotypeneural_bias,0.2389026485233363,NA,NA,NA,NA,-0.022035892436130813,-0.022035892436130813,somitic,9826,0.8546829186453461,0.15049816465652857,0.1404728789986092,0.14775323686214775,0.7888934816029372
GSE250136,mast,celltype_single_cell,Kctd9,H,Morphotypeneural_bias,0.3591669984063627,NA,NA,NA,NA,-0.017485592680511558,-0.017485592680511558,somitic,9826,0.8960474672318955,0.10749868904037756,0.0917941585535466,0.1031987814166032,0.8474860257611657
GSE250136,mast,celltype_single_cell,Kdelr1,H,Morphotypeneural_bias,0.454304012486393,NA,NA,NA,NA,0.02833605947822071,0.02833605947822071,somitic,9826,0.9180454386422895,0.6460409019402202,0.6731571627260083,0.6534653465346535,0.8783296786231108
GSE250136,mast,celltype_single_cell,Kdelr2,H,Morphotypeneural_bias,0.5719759563898056,NA,NA,NA,NA,0.024152097856213306,0.024152097856213306,somitic,9826,0.9399509645572574,0.7184058730991085,0.7121001390820584,0.7166793602437167,0.9143126494436883
GSE250136,mast,celltype_single_cell,Kdm1a,H,Morphotypeneural_bias,0.05063678929315546,NA,NA,NA,NA,0.17401347937911993,0.17401347937911993,somitic,9826,0.6761168268096053,0.815416885159937,0.8428372739916551,0.8229246001523229,0.5551324181449969
GSE250136,mast,celltype_single_cell,Kdm1b,H,Morphotypeneural_bias,0.19373522375417815,NA,NA,NA,NA,-0.001938094187284231,-0.001938094187284231,somitic,9826,0.8465552233055051,0.043523859465128475,0.0458970792767733,0.044173648134044174,0.7681088149677334
GSE250136,mast,celltype_single_cell,Kdm2a,H,Morphotypeneural_bias,0.11671446294840594,NA,NA,NA,NA,-0.00540876444989391,-0.00540876444989391,somitic,9826,0.7933343228559666,0.44310435238594653,0.42141863699582754,0.43716679360243715,0.6920150166106923
GSE250136,mast,celltype_single_cell,Kdm2b,H,Morphotypeneural_bias,0.4683275913588198,NA,NA,NA,NA,0.03509532207592314,0.03509532207592314,somitic,9826,0.9206248571067382,0.35920293654955426,0.38803894297635605,0.3670982482863671,0.8834299795073324
GSE250136,mast,celltype_single_cell,Kdm3a,H,Morphotypeneural_bias,0.4774197797129477,NA,NA,NA,NA,0.015206603167578242,0.015206603167578242,somitic,9826,0.9240527862704563,0.1976927110644992,0.20445062586926285,0.19954303122619954,0.8869264266793061
GSE250136,mast,celltype_single_cell,Kdm3b,H,Morphotypeneural_bias,0.9122207850438682,NA,NA,NA,NA,0.005913214972772141,0.005913214972772141,somitic,9826,0.9894576736198121,0.2878867330886209,0.29902642559109877,0.2909367859862909,0.9893538535839957
GSE250136,mast,celltype_single_cell,Kdm4a,H,Morphotypeneural_bias,0.022003442183055322,NA,NA,NA,NA,0.040472356460560965,0.040472356460560965,somitic,9826,0.5674115996024108,0.264813843733613,0.27399165507649514,0.26732673267326734,0.4206431330106636
GSE250136,mast,celltype_single_cell,Kdm4b,H,Morphotypeneural_bias,0.3685971174985998,NA,NA,NA,NA,-0.018437654842814066,-0.018437654842814066,somitic,9826,0.8995434123429118,0.10540115364446775,0.0917941585535466,0.10167555217060167,0.8523739602875632
GSE250136,mast,celltype_single_cell,Kdm4c,H,Morphotypeneural_bias,0.2930880733236988,NA,NA,NA,NA,-0.005977978820279971,-0.005977978820279971,somitic,9826,0.8805496484608141,0.0519140010487677,0.04450625869262865,0.049885757806549885,0.8219514439292991
GSE250136,mast,celltype_single_cell,Kdm5a,H,Morphotypeneural_bias,0.12840910417484125,NA,NA,NA,NA,0.11257818671380138,0.11257818671380138,somitic,9826,0.801924791636052,0.6014682747771368,0.6342141863699583,0.6104341203351105,0.7081564116974056
GSE250136,mast,celltype_single_cell,Kdm5b,H,Morphotypeneural_bias,0.18495339691109153,NA,NA,NA,NA,0.04033159432730171,0.04033159432730171,somitic,9826,0.8462215258332857,0.8133193497640273,0.8442280945757997,0.8217821782178217,0.761279406246856
GSE250136,mast,celltype_single_cell,Kdm5c,H,Morphotypeneural_bias,0.340921169390041,NA,NA,NA,NA,-0.00820540087161542,-0.00820540087161542,somitic,9826,0.8932172104535185,0.2999475616151023,0.2865090403337969,0.2962680883472963,0.8403314257463474
GSE250136,mast,celltype_single_cell,Kdm6a,H,Morphotypeneural_bias,0.9068175747833818,NA,NA,NA,NA,7.356016750120764e-5,7.356016750120764e-5,somitic,9826,0.9884014786998376,0.2852648138437336,0.2851182197496523,0.28522467631378523,0.9886095670753563
GSE250136,mast,celltype_single_cell,Kdm6b,H,Morphotypeneural_bias,0.0057719038792847675,NA,NA,NA,NA,0.09816583674353307,0.09816583674353307,somitic,9826,0.369191918865119,0.48820136339800735,0.4937413073713491,0.4897182025894897,0.22360582364112166
GSE250136,mast,celltype_single_cell,Kdm7a,H,Morphotypeneural_bias,0.6102080030863603,NA,NA,NA,NA,-0.02611161092520098,-0.02611161092520098,somitic,9826,0.9477254036996394,0.2863135815416885,0.2712100139082058,0.28217821782178215,0.9243221404881673
GSE250136,mast,celltype_single_cell,Kdsr,H,Morphotypeneural_bias,0.3354253211586643,NA,NA,NA,NA,-0.0025378367904437538,-0.0025378367904437538,somitic,9826,0.8931136846637533,0.21709491347666493,0.2086230876216968,0.21477532368621477,0.8381816986025205
GSE250136,mast,celltype_single_cell,Keap1,H,Morphotypeneural_bias,0.6919195962708945,NA,NA,NA,NA,-0.015387099767737611,-0.015387099767737611,somitic,9826,0.9614506846248981,0.3062401678028317,0.30737134909596664,0.30654988575780656,0.9439891447915814
GSE250136,mast,celltype_single_cell,Khdc4,H,Morphotypeneural_bias,0.63876581210375,NA,NA,NA,NA,-0.02623989124854398,-0.02623989124854398,somitic,9826,0.9518914831445104,0.3130571578395385,0.29902642559109877,0.3092155369383092,0.9322355895665494
GSE250136,mast,celltype_single_cell,Khdrbs1,H,Morphotypeneural_bias,0.21056617369902292,NA,NA,NA,NA,0.17060202125248214,0.17060202125248214,somitic,9826,0.8487977357414197,0.9496591504981646,0.96105702364395,0.9527798933739527,0.7783228904415789
GSE250136,mast,celltype_single_cell,Khdrbs3,H,Morphotypeneural_bias,0.6297226278371182,NA,NA,NA,NA,0.020989360174010097,0.020989360174010097,somitic,9826,0.9508188811095685,0.31725222863135816,0.33936022253129344,0.3233054074638233,0.9299631427327887
GSE250136,mast,celltype_single_cell,Khk,H,Morphotypeneural_bias,0.8722451435993728,NA,NA,NA,NA,9.199336867194985e-4,9.199336867194985e-4,somitic,9826,0.9829619155142666,0.09858416360776089,0.10292072322670376,0.09977151561309977,0.9823054128953935
GSE250136,mast,celltype_single_cell,Khnyn,H,Morphotypeneural_bias,0.08986046357604413,NA,NA,NA,NA,0.03126729989991703,0.03126729989991703,somitic,9826,0.7632251973188058,0.10435238594651285,0.13630041724617525,0.1130997715156131,0.6499390415621075
GSE250136,mast,celltype_single_cell,Khsrp,H,Morphotypeneural_bias,0.764053139829335,NA,NA,NA,NA,0.01634282753586125,0.01634282753586125,somitic,9826,0.9714491182419177,0.6135291033036182,0.631432545201669,0.6184310738766184,0.959588449701415
GSE250136,mast,celltype_single_cell,Kidins220,H,Morphotypeneural_bias,0.8054222655157585,NA,NA,NA,NA,0.012594933122841961,0.012594933122841961,somitic,9826,0.975714373513014,0.16465652857891977,0.17663421418636996,0.16793602437166794,0.9689616240052831
GSE250136,mast,celltype_single_cell,Kif11,H,Morphotypeneural_bias,0.8172752065944472,NA,NA,NA,NA,0.028086476902877133,0.028086476902877133,somitic,9826,0.9758418545448098,0.40954378605138964,0.4200278164116829,0.41241431835491243,0.9715669828282031
GSE250136,mast,celltype_single_cell,Kif13a,H,Morphotypeneural_bias,0.30979124626460824,NA,NA,NA,NA,-0.020713716228363876,-0.020713716228363876,somitic,9826,0.8839609958397007,0.16255899318300995,0.15577190542420027,0.1607006854531607,0.8280937015438135
GSE250136,mast,celltype_single_cell,Kif13b,H,Morphotypeneural_bias,0.3197153613030378,NA,NA,NA,NA,0.01001307799973837,0.01001307799973837,somitic,9826,0.8859151809415513,0.062401678028316726,0.07649513212795549,0.06626047220106626,0.8324328874606106
GSE250136,mast,celltype_single_cell,Kif14,H,Morphotypeneural_bias,0.8718558323134575,NA,NA,NA,NA,-0.002819659050099746,-0.002819659050099746,somitic,9826,0.9829619155142666,0.13424226533822758,0.13212795549374132,0.13366336633663367,0.9823054128953935
GSE250136,mast,celltype_single_cell,Kif15,H,Morphotypeneural_bias,0.7352147018261492,NA,NA,NA,NA,-0.04842489992453736,-0.04842489992453736,somitic,9826,0.9689332448621353,0.6124803356056634,0.6091794158553546,0.6115765422696116,0.9541239977875903
GSE250136,mast,celltype_single_cell,Kif16b,H,Morphotypeneural_bias,0.31862165384956037,NA,NA,NA,NA,-0.02374170689645544,-0.02374170689645544,somitic,9826,0.8859151809415513,0.1373885684320923,0.12100139082058414,0.13290175171363292,0.8322047506632942
GSE250136,mast,celltype_single_cell,Kif18a,H,Morphotypeneural_bias,0.34766705172685247,NA,NA,NA,NA,-0.0300904461539169,-0.0300904461539169,somitic,9826,0.8945619343685428,0.1824855794441531,0.16550764951321278,0.17783701447067785,0.8433277618216588
GSE250136,mast,celltype_single_cell,Kif18b,H,Morphotypeneural_bias,0.21125989805032908,NA,NA,NA,NA,-0.015833054185651493,-0.015833054185651493,somitic,9826,0.8487977357414197,0.07341373885684321,0.05702364394993046,0.06892612338156892,0.7783228904415789
GSE250136,mast,celltype_single_cell,Kif1b,H,Morphotypeneural_bias,0.7061293156351716,NA,NA,NA,NA,0.03132485949590158,0.03132485949590158,somitic,9826,0.9641101505200327,0.46827477713686416,0.47844228094575797,0.47105864432597105,0.9475606763075806
GSE250136,mast,celltype_single_cell,Kif1bp,H,Morphotypeneural_bias,0.2873842876750931,NA,NA,NA,NA,0.011901361402324367,0.011901361402324367,somitic,9826,0.8790056298685213,0.13371788148925012,0.14186369958275383,0.13594821020563594,0.8191246676539709
GSE250136,mast,celltype_single_cell,Kif1c,H,Morphotypeneural_bias,0.41314632489096514,NA,NA,NA,NA,0.008095414046155741,0.008095414046155741,somitic,9826,0.9097182075422978,0.1447299423177766,0.14881780250347706,0.14584920030464585,0.865198586924049
GSE250136,mast,celltype_single_cell,Kif20a,H,Morphotypeneural_bias,0.17129683923092243,NA,NA,NA,NA,-0.06018667082357926,-0.06018667082357926,somitic,9826,0.8385607600616904,0.38122705820660724,0.37552155771905427,0.3796648895658797,0.7498679061768596
GSE250136,mast,celltype_single_cell,Kif20b,H,Morphotypeneural_bias,0.08778858716615047,NA,NA,NA,NA,0.058954584972930824,0.058954584972930824,somitic,9826,0.7623006546057032,0.29732564237021497,0.3435326842837274,0.30997715156131,0.6470396842879637
GSE250136,mast,celltype_single_cell,Kif21a,H,Morphotypeneural_bias,0.9458339409549604,NA,NA,NA,NA,-0.00229773348632005,-0.00229773348632005,somitic,9826,0.9939290921216523,0.09596224436287362,0.09457579972183588,0.09558263518659559,0.9942167713028459
GSE250136,mast,celltype_single_cell,Kif21b,H,Morphotypeneural_bias,0.5383247001333586,NA,NA,NA,NA,0.013631068882005867,0.013631068882005867,somitic,9826,0.9319319405399824,0.08704771893025695,0.10292072322670376,0.0913937547600914,0.9046441575434335
