study,technique,analysis_level,gene,component,contrast,pvalue,ci.hi,ci.lo,coef,z,logFC,log2FoldChange,padj_BH,pct_TLS,pct_neural_bias,detection_freq
GSE250136,mast,sample_single_cell,Sec11a,H,Morphotypeneural_bias,0.004515046954740053,NA,NA,NA,NA,0.2088225714404266,0.2088225714404266,0.04290216747062152,0.8706730150559774,0.8543602573266619,0.8638437944190918
GSE250136,mast,sample_single_cell,Sec61b,H,Morphotypeneural_bias,0.03318421475647593,NA,NA,NA,NA,0.34417272488760897,0.34417272488760897,0.08075170162851177,0.9927937202419251,0.9926733380986419,0.9927433231091494
GSE250136,mast,sample_single_cell,Sec61g,H,Morphotypeneural_bias,0.0629177648426206,NA,NA,NA,NA,0.8012903588863303,0.8012903588863303,0.10854903267797573,0.9783811607257753,0.978734810578985,0.9785292137353183
GSE250136,mast,sample_single_cell,Selenof,H,Morphotypeneural_bias,0.036653848822595245,NA,NA,NA,NA,0.1707316336419602,0.1707316336419602,0.0834730317186569,0.8575472912109123,0.8450679056468906,0.8523228847160919
GSE250136,mast,sample_single_cell,Selenoh,H,Morphotypeneural_bias,0.03056070389375637,NA,NA,NA,NA,0.588371403568198,0.588371403568198,0.07755058633182339,0.905417578175267,0.9097569692637598,0.9072342335602603
GSE250136,mast,sample_single_cell,Selenow,H,Morphotypeneural_bias,0.5419206126536554,NA,NA,NA,NA,0.10067222052816938,0.10067222052816938,0.5602908029131013,0.9498134088276927,0.9481772694781987,0.9491284506620783
GSE250136,mast,sample_single_cell,Sem1,H,Morphotypeneural_bias,0.1266277504675236,NA,NA,NA,NA,0.6003012416075162,0.6003012416075162,0.1689689045301018,0.9145541114399691,0.9119013581129378,0.9134435550235654
GSE250136,mast,sample_single_cell,Sept11,H,Morphotypeneural_bias,0.630647491740131,NA,NA,NA,NA,0.05900162192681879,0.05900162192681879,0.6449975544264334,0.9770943250546905,0.9789135096497498,0.9778559138176105
GSE250136,mast,sample_single_cell,Sept7,H,Morphotypeneural_bias,0.14144712005146906,NA,NA,NA,NA,0.14649864843200433,0.14649864843200433,0.18385972682489282,0.9855874404838502,0.9858827734095783,0.9857110795242013
GSE250136,mast,sample_single_cell,Serbp1,H,Morphotypeneural_bias,0.07616254126831477,NA,NA,NA,NA,1.970025036668119,1.970025036668119,0.12067311733421303,0.9104362372924978,0.9056468906361687,0.9084312111917409
GSE250136,mast,sample_single_cell,Serf2,H,Morphotypeneural_bias,0.27540537065289294,NA,NA,NA,NA,0.6841985857403987,0.6841985857403987,0.30505341963368426,0.882640586797066,0.8890278770550393,0.8853145806837734
GSE250136,mast,sample_single_cell,Set,H,Morphotypeneural_bias,0.0526361548713801,NA,NA,NA,NA,2.5169762668905626,2.5169762668905626,0.09793306374762223,0.8150817140651139,0.8154038598999285,0.815216578140196
GSE250136,mast,sample_single_cell,Sf1,H,Morphotypeneural_bias,0.014282897596760177,NA,NA,NA,NA,0.214259428246228,0.214259428246228,0.06109096824647664,1,1,1
GSE250136,mast,sample_single_cell,Sf3a3,H,Morphotypeneural_bias,0.0034610611460634084,NA,NA,NA,NA,0.22734028836623832,0.22734028836623832,0.041151483266541104,0.9877750611246944,0.9865975696926376,0.9872821126655196
GSE250136,mast,sample_single_cell,Sf3b1,H,Morphotypeneural_bias,0.09410654507389597,NA,NA,NA,NA,0.3814578777044648,0.3814578777044648,0.1380876108128989,0.811092523484751,0.8264832022873481,0.8175357223011895
GSE250136,mast,sample_single_cell,Sf3b2,H,Morphotypeneural_bias,0.019325881992896265,NA,NA,NA,NA,0.7919680370956605,0.7919680370956605,0.06819960009063393,1,1,1
GSE250136,mast,sample_single_cell,Sf3b3,H,Morphotypeneural_bias,0.0017361874493501547,NA,NA,NA,NA,0.26830881208547375,0.26830881208547375,0.02851354003355831,0.9957534422854202,0.9948177269478199,0.995361711678013
GSE250136,mast,sample_single_cell,Sf3b5,H,Morphotypeneural_bias,0.131097287803297,NA,NA,NA,NA,0.25554146090487295,0.25554146090487295,0.17283373221298107,0.9846866555140908,0.9815939957112223,0.9833919353632079
GSE250136,mast,sample_single_cell,Sf3b6,H,Morphotypeneural_bias,0.008119522616046105,NA,NA,NA,NA,0.36161960517894265,0.36161960517894265,0.05288988748278629,0.823960880195599,0.8168334524660472,0.820977032991696
GSE250136,mast,sample_single_cell,Sfpq,H,Morphotypeneural_bias,0.06230414641325262,NA,NA,NA,NA,0.8702969115591941,0.8702969115591941,0.10792645240754105,1,1,1
GSE250136,mast,sample_single_cell,Sfr1,H,Morphotypeneural_bias,0.37352597798124193,NA,NA,NA,NA,0.18162888797722054,0.18162888797722054,0.4007426949698249,0.9980697464933728,0.996783416726233,0.9975312336350715
GSE250136,mast,sample_single_cell,Sh3bgrl,H,Morphotypeneural_bias,0.0062566143082522915,NA,NA,NA,NA,0.2864066300947483,0.2864066300947483,0.0475647481902808,0.9952387080169862,0.9944603288062902,0.9949128450662078
GSE250136,mast,sample_single_cell,Sinhcaf,H,Morphotypeneural_bias,0.008977225650596173,NA,NA,NA,NA,0.3201304154254596,0.3201304154254596,0.05398979370147276,0.9837858705443315,0.9807005003573981,0.9824942021395975
GSE250136,mast,sample_single_cell,Siva1,H,Morphotypeneural_bias,0.004294533366560316,NA,NA,NA,NA,0.6318662400623261,0.6318662400623261,0.042645715058633835,0.8819971689615236,0.8874195854181558,0.884267225256228
GSE250136,mast,sample_single_cell,Skp1a,H,Morphotypeneural_bias,0.24911462946856971,NA,NA,NA,NA,0.26208757544934347,0.26208757544934347,0.2806647672376762,0.9898339981984301,0.9894567548248749,0.9896760679284806
GSE250136,mast,sample_single_cell,Slbp,H,Morphotypeneural_bias,1.4507911073661797e-5,NA,NA,NA,NA,0.5835698860842657,0.5835698860842657,0.004583203132438806,0.9299961394929868,0.9263759828448892,0.9284805865190394
GSE250136,mast,sample_single_cell,Slc25a3,H,Morphotypeneural_bias,0.05066527458613558,NA,NA,NA,NA,0.5885353973254475,0.5885353973254475,0.09679674384017849,0.9837858705443315,0.9824874910650465,0.9832423131592728
GSE250136,mast,sample_single_cell,Slc25a4,H,Morphotypeneural_bias,0.072641808761834,NA,NA,NA,NA,0.4664199048291273,0.4664199048291273,0.11838951275306535,0.9566336378844421,0.9546104360257327,0.9557866387371886
GSE250136,mast,sample_single_cell,Slc25a5,H,Morphotypeneural_bias,0.2146337978158546,NA,NA,NA,NA,0.4193412604229234,0.4193412604229234,0.2514365752191218,0.9886758460944537,0.98409578270193,0.9867584349517469
GSE250136,mast,sample_single_cell,Sltm,H,Morphotypeneural_bias,0.12193673657404988,NA,NA,NA,NA,0.08756899557355569,0.08756899557355569,0.16399861684422953,0.8572899240766954,0.8559685489635454,0.8567367397321762
GSE250136,mast,sample_single_cell,Smap1,H,Morphotypeneural_bias,0.0010884695064509733,NA,NA,NA,NA,0.20901567261272724,0.20901567261272724,0.021103278377657228,1,1,1
GSE250136,mast,sample_single_cell,Smarca4,H,Morphotypeneural_bias,0.03911562671482375,NA,NA,NA,NA,0.27975199405242224,0.27975199405242224,0.08676557198560905,0.8917771200617681,0.8784846318799142,0.8862123139073839
GSE250136,mast,sample_single_cell,Smarca5,H,Morphotypeneural_bias,0.006603136662267525,NA,NA,NA,NA,0.569321905540896,0.569321905540896,0.04819725392800398,0.8126367262900528,0.8173695496783416,0.8146180893244558
GSE250136,mast,sample_single_cell,Smarcc1,H,Morphotypeneural_bias,0.051962999499025754,NA,NA,NA,NA,0.46382101160416145,0.46382101160416145,0.09793306374762223,0.9711748809677004,0.9714081486776269,0.9712725368444677
GSE250136,mast,sample_single_cell,Smarcd1,H,Morphotypeneural_bias,0.05328440255965238,NA,NA,NA,NA,0.1867872901712726,0.1867872901712726,0.09870906678078771,0.8500836443186205,0.8454253037884203,0.8481334630059101
GSE250136,mast,sample_single_cell,Smarce1,H,Morphotypeneural_bias,0.10178328591680806,NA,NA,NA,NA,0.19882155672378232,0.19882155672378232,0.1454368207514444,0.9998713164328915,1,0.9999251888980325
GSE250136,mast,sample_single_cell,Smc1a,H,Morphotypeneural_bias,0.15486011415138337,NA,NA,NA,NA,0.2601657276013185,0.2601657276013185,0.1962174146665896,0.9750353879809548,0.9708720514653324,0.9732924365975911
GSE250136,mast,sample_single_cell,Smc2,H,Morphotypeneural_bias,0.0032485262389805422,NA,NA,NA,NA,0.2565912652162172,0.2565912652162172,0.04020639721868671,0.9947239737485523,0.9928520371694067,0.9939403007406299
GSE250136,mast,sample_single_cell,Smc3,H,Morphotypeneural_bias,0.03700882944977613,NA,NA,NA,NA,0.37305668255572133,0.37305668255572133,0.08405728816518303,0.9423497619354009,0.9472837741243746,0.9444153512381237
GSE250136,mast,sample_single_cell,Smdt1,H,Morphotypeneural_bias,0.13347907523316546,NA,NA,NA,NA,0.19316750198331567,0.19316750198331567,0.17510158256393749,0.9833998198430061,0.9815939957112223,0.9826438243435326
GSE250136,mast,sample_single_cell,Sms,H,Morphotypeneural_bias,0.30802023223960173,NA,NA,NA,NA,0.2039413724960868,0.2039413724960868,0.33595054704038296,0.909149401621413,0.9090421729807004,0.9091045111094487
GSE250136,mast,sample_single_cell,Snhg1,H,Morphotypeneural_bias,0.013477221173668027,NA,NA,NA,NA,0.3759481497164905,0.3759481497164905,0.060447642220678596,0.9041307425041822,0.8933166547533953,0.8996035011595721
GSE250136,mast,sample_single_cell,Snhg8,H,Morphotypeneural_bias,3.9099246255194136e-4,NA,NA,NA,NA,0.23617896740065802,0.23617896740065802,0.011750834860425175,0.8827692703641745,0.8791994281629736,0.8812747811775268
GSE250136,mast,sample_single_cell,Snrnp70,H,Morphotypeneural_bias,0.03549623987108289,NA,NA,NA,NA,0.21849804295008335,0.21849804295008335,0.08282455969919342,0.9046454767726161,0.9065403859899929,0.9054387671130396
GSE250136,mast,sample_single_cell,Snrpa,H,Morphotypeneural_bias,0.027845786741625488,NA,NA,NA,NA,0.22668933713733397,0.22668933713733397,0.07560341847891615,0.9975550122249389,0.9973195139385275,0.997456422533104
GSE250136,mast,sample_single_cell,Snrpa1,H,Morphotypeneural_bias,0.03632662644110946,NA,NA,NA,NA,0.22297175920980905,0.22297175920980905,0.0834730317186569,0.9795393128297516,0.9812365975696926,0.9802498690805715
GSE250136,mast,sample_single_cell,Snrpb,H,Morphotypeneural_bias,0.011753744043785331,NA,NA,NA,NA,0.6551792378939849,0.6551792378939849,0.056601416340753496,0.8702869643546519,0.8686561829878484,0.8696042492705918
GSE250136,mast,sample_single_cell,Snrpb2,H,Morphotypeneural_bias,0.036040619562988145,NA,NA,NA,NA,0.2207202973058875,0.2207202973058875,0.0834730317186569,0.8305237421181315,0.8416726233023588,0.835191142365527
GSE250136,mast,sample_single_cell,Snrpc,H,Morphotypeneural_bias,0.020882391997994718,NA,NA,NA,NA,0.311617483295608,0.311617483295608,0.06877299402491575,0.9768369579204735,0.9728377412437456,0.9751627141467794
GSE250136,mast,sample_single_cell,Snrpd1,H,Morphotypeneural_bias,0.013077812032394552,NA,NA,NA,NA,1.011687010171764,1.011687010171764,0.060447642220678596,0.9891905803628877,0.9867762687634024,0.98817984588913
GSE250136,mast,sample_single_cell,Snrpd2,H,Morphotypeneural_bias,0.022780150825175108,NA,NA,NA,NA,1.0522568976969708,1.0522568976969708,0.07001605895110906,0.9984557971946982,0.997855611150822,0.9982045335527793
GSE250136,mast,sample_single_cell,Snrpd3,H,Morphotypeneural_bias,0.02674079080541538,NA,NA,NA,NA,0.40660691601147825,0.40660691601147825,0.07340927299253411,0.954446017243598,0.9565761258041459,0.9553377721253834
GSE250136,mast,sample_single_cell,Snrpe,H,Morphotypeneural_bias,0.014450088507948806,NA,NA,NA,NA,1.4386968719138817,1.4386968719138817,0.06109096824647664,0.999742632865783,0.998927805575411,0.9994015111842598
GSE250136,mast,sample_single_cell,Snrpf,H,Morphotypeneural_bias,0.06982223636452752,NA,NA,NA,NA,0.6282671729395144,0.6282671729395144,0.1160081514694679,0.9518723459014284,0.940314510364546,0.9470337398069874
GSE250136,mast,sample_single_cell,Snrpg,H,Morphotypeneural_bias,0.0177383075880508,NA,NA,NA,NA,1.752208055947193,1.752208055947193,0.067828541548252,0.8961523613434564,0.893674052894925,0.8951148350415201
GSE250136,mast,sample_single_cell,Snu13,H,Morphotypeneural_bias,0.07348597918523335,NA,NA,NA,NA,0.6184031114730972,0.6184031114730972,0.11908354122237055,0.9427358126367263,0.9392423159399571,0.9412732849554873
GSE250136,mast,sample_single_cell,Snw1,H,Morphotypeneural_bias,0.006220749021071442,NA,NA,NA,NA,0.3565568623966344,0.3565568623966344,0.0475647481902808,0.9980697464933728,0.9983917083631165,0.9982045335527793
GSE250136,mast,sample_single_cell,Snx6,H,Morphotypeneural_bias,0.16275347648546634,NA,NA,NA,NA,0.10705787298805847,0.10705787298805847,0.20350141862165191,0.852914682795007,0.8568620443173696,0.8545672177751178
GSE250136,mast,sample_single_cell,Sod1,H,Morphotypeneural_bias,0.4883716722864102,NA,NA,NA,NA,0.06314200052067775,0.06314200052067775,0.5117416050706678,0.8884313473169476,0.8829521086490351,0.8861375028054164
GSE250136,mast,sample_single_cell,Son,H,Morphotypeneural_bias,0.0870822484624341,NA,NA,NA,NA,0.2903673203169719,0.2903673203169719,0.13093000032908228,0.9830137691416806,0.9803431022158685,0.9818957133238573
GSE250136,mast,sample_single_cell,Sox11,H,Morphotypeneural_bias,0.12151221227076248,NA,NA,NA,NA,0.8027227889223632,0.8027227889223632,0.16399861684422953,1,1,1
GSE250136,mast,sample_single_cell,Sox4,H,Morphotypeneural_bias,0.23252589146106423,NA,NA,NA,NA,0.39260780726178757,0.39260780726178757,0.2683474477131741,0.8297516407154807,0.8291636883488206,0.8295054986159947
GSE250136,mast,sample_single_cell,Spcs2,H,Morphotypeneural_bias,0.011863762909830065,NA,NA,NA,NA,0.3469170874455143,0.3469170874455143,0.056601416340753496,0.882383219662849,0.8758041458184418,0.879628936934241
GSE250136,mast,sample_single_cell,Srp14,H,Morphotypeneural_bias,0.05223923258070594,NA,NA,NA,NA,0.1745761936730421,0.1745761936730421,0.09793306374762223,0.8386308068459658,0.842566118656183,0.8402782972993192
GSE250136,mast,sample_single_cell,Srp19,H,Morphotypeneural_bias,0.3035245955976334,NA,NA,NA,NA,0.12951569163596588,0.12951569163596588,0.331895012343635,1,1,1
GSE250136,mast,sample_single_cell,Srp9,H,Morphotypeneural_bias,0.011692525516578924,NA,NA,NA,NA,0.24803732874675077,0.24803732874675077,0.056601416340753496,0.826920602239094,0.815939957112223,0.8223236328271115
GSE250136,mast,sample_single_cell,Srpk1,H,Morphotypeneural_bias,0.014379546629265836,NA,NA,NA,NA,0.2382001980037214,0.2382001980037214,0.06109096824647664,0.993308454510359,0.9889206576125804,0.9914715343757013
GSE250136,mast,sample_single_cell,Srrm1,H,Morphotypeneural_bias,0.026791259189347525,NA,NA,NA,NA,0.6004126358611686,0.6004126358611686,0.07340927299253411,0.9613949298674559,0.9626518942101501,0.9619211490985262
GSE250136,mast,sample_single_cell,Srrm2,H,Morphotypeneural_bias,0.04381702960200005,NA,NA,NA,NA,0.7265625081405762,0.7265625081405762,0.09059424522494759,0.8072320164714966,0.8091493924231594,0.808034712351313
GSE250136,mast,sample_single_cell,Srsf1,H,Morphotypeneural_bias,0.0024443430376528442,NA,NA,NA,NA,0.37851187960044763,0.37851187960044763,0.03479114923592548,0.9785098442928838,0.9740886347390993,0.97665893618613
GSE250136,mast,sample_single_cell,Srsf10,H,Morphotypeneural_bias,0.04140921120782208,NA,NA,NA,NA,0.3465258101110109,0.3465258101110109,0.08823407148393672,0.97374855230987,0.9692637598284489,0.971871025660208
GSE250136,mast,sample_single_cell,Srsf11,H,Morphotypeneural_bias,0.12404023404725997,NA,NA,NA,NA,0.3490319474522874,0.3490319474522874,0.16629429613427069,0.9525157637369708,0.9467476769120801,0.9501009949876562
GSE250136,mast,sample_single_cell,Srsf2,H,Morphotypeneural_bias,0.020490451270188618,NA,NA,NA,NA,0.8456163761881168,0.8456163761881168,0.06877299402491575,0.999742632865783,0.9996426018584703,0.9997007555921299
GSE250136,mast,sample_single_cell,Srsf3,H,Morphotypeneural_bias,0.018926289709119415,NA,NA,NA,NA,1.539288679602608,1.539288679602608,0.067828541548252,0.931669025865397,0.9267333809864189,0.9296027530485524
GSE250136,mast,sample_single_cell,Srsf5,H,Morphotypeneural_bias,0.013630757888048455,NA,NA,NA,NA,0.46822202043744543,0.46822202043744543,0.060447642220678596,0.8943507914039377,0.9001072194424589,0.8967606792848059
GSE250136,mast,sample_single_cell,Srsf6,H,Morphotypeneural_bias,0.07401234883863461,NA,NA,NA,NA,0.287227359366959,0.287227359366959,0.11945626182931356,0.8717024835928452,0.8718727662616155,0.8717737712276502
GSE250136,mast,sample_single_cell,Srsf7,H,Morphotypeneural_bias,0.008549704427769944,NA,NA,NA,NA,0.8954180396155733,0.8954180396155733,0.0532952378198214,0.9770943250546905,0.9737312365975697,0.9756863918605521
GSE250136,mast,sample_single_cell,Srsf9,H,Morphotypeneural_bias,0.1504167877936161,NA,NA,NA,NA,0.17079087551049588,0.17079087551049588,0.1922993065505212,0.9819843006048128,0.9803431022158685,0.981297224508117
GSE250136,mast,sample_single_cell,Ssb,H,Morphotypeneural_bias,0.023382566323930005,NA,NA,NA,NA,0.6408746222985151,0.6408746222985151,0.07001605895110906,0.9930510873761421,0.992494639027877,0.992818134211117
GSE250136,mast,sample_single_cell,Ssbp1,H,Morphotypeneural_bias,0.024966102122154523,NA,NA,NA,NA,0.29141663955306285,0.29141663955306285,0.07178805121993254,0.996268176553854,0.9960686204431737,0.9961846337996558
GSE250136,mast,sample_single_cell,Ssr2,H,Morphotypeneural_bias,0.19171851089620026,NA,NA,NA,NA,0.13321015579010798,0.13321015579010798,0.22963198920807154,0.8687427615493502,0.8691922802001429,0.868930949352884
GSE250136,mast,sample_single_cell,Ssr3,H,Morphotypeneural_bias,0.28651311690084463,NA,NA,NA,NA,0.087291110143775,0.087291110143775,0.31531211576458934,0.9575344228542015,0.9581844174410293,0.9578065384903119
GSE250136,mast,sample_single_cell,Ssrp1,H,Morphotypeneural_bias,3.81148254651468e-4,NA,NA,NA,NA,0.5608815648700354,0.5608815648700354,0.011750834860425175,1,1,1
GSE250136,mast,sample_single_cell,St13,H,Morphotypeneural_bias,0.112314841371763,NA,NA,NA,NA,0.3814864139475196,0.3814864139475196,0.15495456305571179,0.8351563505340368,0.833988563259471,0.8346674646517543
GSE250136,mast,sample_single_cell,Stip1,H,Morphotypeneural_bias,0.001297951563299804,NA,NA,NA,NA,0.312544858773006,0.312544858773006,0.02409675293604419,0.9797966799639686,0.9807005003573981,0.980175057978604
GSE250136,mast,sample_single_cell,Stmn1,H,Morphotypeneural_bias,0.40461626116816074,NA,NA,NA,NA,0.44004280060827483,0.44004280060827483,0.4285671129076766,0.8545875691674173,0.8536454610436026,0.8541931622652802
GSE250136,mast,sample_single_cell,Strap,H,Morphotypeneural_bias,0.1673432484372154,NA,NA,NA,NA,0.10004301171452701,0.10004301171452701,0.2068178497328248,0.801698623085832,0.8168334524660472,0.808034712351313
GSE250136,mast,sample_single_cell,Stub1,H,Morphotypeneural_bias,0.04989335922637954,NA,NA,NA,NA,0.2044801477367706,0.2044801477367706,0.09679674384017849,0.9438939647407026,0.947819871336669,0.9455375177676367
GSE250136,mast,sample_single_cell,Sub1,H,Morphotypeneural_bias,0.2471350159082193,NA,NA,NA,NA,0.5037998873112723,0.5037998873112723,0.2788022504433544,1,1,1
GSE250136,mast,sample_single_cell,Sumo1,H,Morphotypeneural_bias,0.08758548137060708,NA,NA,NA,NA,0.39139632473123953,0.39139632473123953,0.13145518645078813,0.9258782653455154,0.9152966404574696,0.9214483429340914
GSE250136,mast,sample_single_cell,Sumo2,H,Morphotypeneural_bias,0.026784533019617716,NA,NA,NA,NA,1.6407769539943757,1.6407769539943757,0.07340927299253411,1,1,1
GSE250136,mast,sample_single_cell,Sumo3,H,Morphotypeneural_bias,1.8467258058783997e-4,NA,NA,NA,NA,0.2855722093781825,0.2855722093781825,0.00927708140129502,0.8036288765924592,0.8086132952108649,0.8057155681903194
GSE250136,mast,sample_single_cell,Supt16,H,Morphotypeneural_bias,0.04991571634417037,NA,NA,NA,NA,0.6112037742979846,0.6112037742979846,0.09679674384017849,0.9971689615236135,0.9971408148677627,0.9971571781252337
GSE250136,mast,sample_single_cell,Swi5,H,Morphotypeneural_bias,0.007434610711511791,NA,NA,NA,NA,0.5034465365635672,0.5034465365635672,0.05161916705391113,0.8723459014283876,0.8738384560400286,0.8729707488591307
GSE250136,mast,sample_single_cell,Syncrip,H,Morphotypeneural_bias,0.30959746827058776,NA,NA,NA,NA,0.1409648017037166,0.1409648017037166,0.33724009936617594,0.9042594260712907,0.9083273766976412,0.9059624448268123
GSE250136,mast,sample_single_cell,Taf10,H,Morphotypeneural_bias,0.05365468112367724,NA,NA,NA,NA,0.28250081686544215,0.28250081686544215,0.09896565373568113,0.8813537511259812,0.8859899928520372,0.8832946809306501
GSE250136,mast,sample_single_cell,Taf1d,H,Morphotypeneural_bias,0.025318595997595783,NA,NA,NA,NA,0.2818592059164322,0.2818592059164322,0.07231465211353444,0.9761935400849312,0.9814152966404575,0.9783795915313832
GSE250136,mast,sample_single_cell,Tardbp,H,Morphotypeneural_bias,0.03265883305150173,NA,NA,NA,NA,0.2964268479476426,0.2964268479476426,0.08014552708615655,0.9728477673401107,0.9706933523945676,0.9719458367621755
GSE250136,mast,sample_single_cell,Tax1bp1,H,Morphotypeneural_bias,0.5937906513329372,NA,NA,NA,NA,-0.009401230287353624,-0.009401230287353624,0.6094918464402985,1,1,1
GSE250136,mast,sample_single_cell,Tbca,H,Morphotypeneural_bias,0.8919370805326704,NA,NA,NA,NA,0.015062208440419056,0.015062208440419056,0.8993084613635189,0.9927937202419251,0.992494639027877,0.9926685120071819
GSE250136,mast,sample_single_cell,Tbl1x,H,Morphotypeneural_bias,0.177788264554794,NA,NA,NA,NA,0.10857808846663008,0.10857808846663008,0.21597607102388916,1,1,1
GSE250136,mast,sample_single_cell,Tcea1,H,Morphotypeneural_bias,0.0010312457606836134,NA,NA,NA,NA,0.21740761782476792,0.21740761782476792,0.020481020456367578,0.8916484364946596,0.8963545389563974,0.8936186130021695
GSE250136,mast,sample_single_cell,Tceal8,H,Morphotypeneural_bias,0.17396993163308194,NA,NA,NA,NA,0.18381486662073065,0.18381486662073065,0.21254695509964516,0.9224038090335864,0.9304860614724804,0.9257873868482083
GSE250136,mast,sample_single_cell,Tceal9,H,Morphotypeneural_bias,0.07584852395567597,NA,NA,NA,NA,0.40096266510910983,0.40096266510910983,0.12057349129815036,0.8118646248874019,0.8109363831308077,0.8114760230418194
GSE250136,mast,sample_single_cell,Tcerg1,H,Morphotypeneural_bias,8.980607102490183e-4,NA,NA,NA,NA,0.3023728555544176,0.3023728555544176,0.018705947476894184,0.9616522970016729,0.9603288062902073,0.9610982269768834
GSE250136,mast,sample_single_cell,Tcf25,H,Morphotypeneural_bias,0.03398243451588092,NA,NA,NA,NA,0.1664009307444223,0.1664009307444223,0.08128120420143532,0.999742632865783,0.9994639027877055,0.9996259444901623
GSE250136,mast,sample_single_cell,Tcf4,H,Morphotypeneural_bias,0.05775324466239027,NA,NA,NA,NA,-0.02534544458239818,-0.02534544458239818,0.1036075600342861,0.8786513962167031,0.8754467476769121,0.8773097927732475
GSE250136,mast,sample_single_cell,Tcp1,H,Morphotypeneural_bias,0.11209929484184983,NA,NA,NA,NA,0.49508781062405216,0.49508781062405216,0.15490743979763713,0.9704027795650495,0.9737312365975697,0.9717962145582404
GSE250136,mast,sample_single_cell,Tead2,H,Morphotypeneural_bias,0.14234554483004727,NA,NA,NA,NA,0.11655191248208041,0.11655191248208041,0.18474634541772092,1,1,1
GSE250136,mast,sample_single_cell,Tecr,H,Morphotypeneural_bias,0.03298064259252106,NA,NA,NA,NA,0.33686180266764243,0.33686180266764243,0.08070334892267331,0.9606228284648051,0.9658684774839171,0.9628188823221366
GSE250136,mast,sample_single_cell,Thoc7,H,Morphotypeneural_bias,0.24527626839111968,NA,NA,NA,NA,0.1903581787361759,0.1903581787361759,0.27838872264142156,0.8525286320936817,0.8429235167977126,0.8485075185157477
GSE250136,mast,sample_single_cell,Thrap3,H,Morphotypeneural_bias,0.20468727176795512,NA,NA,NA,NA,0.2158013671696386,0.2158013671696386,0.24177445378953483,1,1,1
GSE250136,mast,sample_single_cell,Timm13,H,Morphotypeneural_bias,0.03193396681986476,NA,NA,NA,NA,0.33749826636469127,0.33749826636469127,0.07928803746164093,0.9496847252605842,0.931915654038599,0.9422458292810653
GSE250136,mast,sample_single_cell,Timm23,H,Morphotypeneural_bias,0.050548719946721374,NA,NA,NA,NA,0.3071011105437349,0.3071011105437349,0.09679674384017849,0.8737614206665809,0.8745532523230879,0.8740929153886436
GSE250136,mast,sample_single_cell,Timm8b,H,Morphotypeneural_bias,0.1619863778118463,NA,NA,NA,NA,0.12458072608412873,0.12458072608412873,0.20283924728932073,0.8825119032299575,0.8777698355968548,0.8805266701578515
GSE250136,mast,sample_single_cell,Tipin,H,Morphotypeneural_bias,0.0050238942597963,NA,NA,NA,NA,0.3165003232954118,0.3165003232954118,0.0429040569786604,0.8063312315017372,0.7989635453895639,0.8032468018253909
GSE250136,mast,sample_single_cell,Tkt,H,Morphotypeneural_bias,0.028203364206018655,NA,NA,NA,NA,0.5131629731866605,0.5131629731866605,0.07621744473068369,0.8091622699781238,0.809685489635454,0.8093813121867285
GSE250136,mast,sample_single_cell,Tma7,H,Morphotypeneural_bias,0.05227742378898308,NA,NA,NA,NA,0.35508341503990515,0.35508341503990515,0.09793306374762223,0.8526573156607902,0.850071479628306,0.8515747736964165
GSE250136,mast,sample_single_cell,Tmed10,H,Morphotypeneural_bias,0.01830286818711354,NA,NA,NA,NA,0.17006324232397896,0.17006324232397896,0.067828541548252,0.9790245785613177,0.9771265189421015,0.9782299693274482
GSE250136,mast,sample_single_cell,Tmed2,H,Morphotypeneural_bias,0.04912878921006649,NA,NA,NA,NA,0.2076736775685979,0.2076736775685979,0.09628897011477253,0.9674430575215545,0.9681915654038599,0.9677564150519937
GSE250136,mast,sample_single_cell,Tmem167,H,Morphotypeneural_bias,0.04163467146066324,NA,NA,NA,NA,0.28498449276984683,0.28498449276984683,0.08823407148393672,0.990091365332647,0.9883845604002859,0.9893768235206104
GSE250136,mast,sample_single_cell,Tmem234,H,Morphotypeneural_bias,0.0058772257128788434,NA,NA,NA,NA,0.3017363813775491,0.3017363813775491,0.046047254667876444,0.8548449363016343,0.8443531093638313,0.8504526071669035
GSE250136,mast,sample_single_cell,Tmem258,H,Morphotypeneural_bias,0.037834197128811024,NA,NA,NA,NA,0.13725100932271994,0.13725100932271994,0.08525172651188553,0.9947239737485523,0.9926733380986419,0.9938654896386624
GSE250136,mast,sample_single_cell,Tmpo,H,Morphotypeneural_bias,0.007839073753446195,NA,NA,NA,NA,0.5290193018351861,0.5290193018351861,0.052468374929371626,0.8512417964225968,0.8611508220157256,0.8553901398967607
GSE250136,mast,sample_single_cell,Tmsb10,H,Morphotypeneural_bias,0.5338807607229387,NA,NA,NA,NA,-0.6821434765429668,-0.6821434765429668,0.5526474783725934,0.8978252477158667,0.8961758398856325,0.8971347347946436
GSE250136,mast,sample_single_cell,Tmsb4x,H,Morphotypeneural_bias,0.03636796720212954,NA,NA,NA,NA,1.4618990018626983,1.4618990018626983,0.0834730317186569,0.9368163685497362,0.9412080057183703,0.9386548963866238
GSE250136,mast,sample_single_cell,Tomm20,H,Morphotypeneural_bias,0.24345031542719361,NA,NA,NA,NA,0.47021684155019905,0.47021684155019905,0.2768396396469019,0.9010423368935787,0.9043959971408149,0.9024463230343382
